pipeline_id,notice_id,notice_type_primary,notice_type_secondary,subject,subject_missing,detail_available,critical,status_description,prior_notice_id,notice_text,detail_version_sha256,posted_at_utc,posted_at_operator_local,effective_start_utc,effective_end_utc,observed_at_utc,source_content_sha256
TGP,403475,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-13T16:38:37.000000Z,2026-08-13T11:38:37,2026-08-13T16:38:37.000000Z,2026-08-14T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403474,CAPACITY CONSTRAINT,POINTS,,True,False,,,,,,2026-08-13T14:57:51.000000Z,2026-08-13T09:57:51,2026-08-13T14:57:51.000000Z,2026-08-14T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403473,MAINTENANCE,MAINTENANCE,TGP SUMMER MAINTENANCE MTG 8-13-26,False,True,True,SUPERSEDE,403394,"TGP's 2026 SUMMER MAINTENANCE TEAMS
MEETING 8-18-2026 REMINDER
As a reminder, Tennessee Gas Pipeline Company, LLC (“Tennessee”)
will be hosting its next 2026 TEAMS Summer Maintenance meeting to provide
customers and other interested parties an overview of Tennessee's upcoming Summer
Scheduled Maintenance for the remaining days of August and all of September and
October 2026 on Tuesday, August 18, 2026, from 1:30 PM CST to 2:30 PM CST via TEAMS
only. Additionally, there will be a review of upcoming scheduled maintenance
on the Stagecoach, Arlington and Twin Tier systems. There will be a question
and answer segment immediately following.
Please see TEAMS info below:
TGP Summer Maintenance and Outages TEAMS Meeting
Join on your computer, mobile
app or room device
________________________________________________________________________________
Microsoft Teams meeting
Join: https://teams.microsoft.com/meet/23579493131869?p=w4N7s4IHBI1GQNbITK
Meeting ID: 235 794 931 318 69
Passcode: Vg6AB2AN
Need help | System reference
Dial in by phone
+1
346-410-0970,,694003306# United States, Houston
Find a local number
Phone conference ID: 694 003 306#
For organizers: Meeting options | Reset dial-in PIN
________________________________________________________________________________",ebf257647f3f62fbd42506de871a0d8e1168510b2c12881c5cc851d3f6e8286b,2026-08-13T12:09:30.000000Z,2026-08-13T07:09:30,2026-08-13T12:09:30.000000Z,2026-08-14T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403467,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-13T01:16:26.000000Z,2026-08-12T20:16:26,2026-08-13T01:16:26.000000Z,2026-08-13T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403466,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-13T00:23:47.000000Z,2026-08-12T19:23:47,2026-08-13T00:23:47.000000Z,2026-08-13T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403460,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-12T20:57:23.000000Z,2026-08-12T15:57:23,2026-08-12T20:57:23.000000Z,2026-08-13T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403459,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-12T19:52:56.000000Z,2026-08-12T14:52:56,2026-08-12T19:52:56.000000Z,2026-08-13T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403454,CAPACITY CONSTRAINT,SEGMENTS,,True,False,,,,,,2026-08-12T17:16:47.000000Z,2026-08-12T12:16:47,2026-08-12T17:16:47.000000Z,2026-08-13T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403451,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-12T16:36:10.000000Z,2026-08-12T11:36:10,2026-08-12T16:36:10.000000Z,2026-08-13T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403450,MAINTENANCE,MAINTENANCE,MLV 539-2 TO MLV 540-2 PROJECT COMPLETED,False,True,True,INITIATE,,"MLV 539-2 TO
MLV 540-2 – ANOMALY REMEDIATION COMPLETED
Tennessee would
like to inform its customers that the anomaly remediation project between MLV 539-2
to MLV 540-2 which was scheduled to begin on Thursday, August 13, 2026 and
continue through August 22, 2026 has been completed. Inspections revealed no
additional work in this segment is needed. Tennessee will update the Impact
Report and Maintenance Spreadsheet to reflect this project completion in its
weekly posting on Thursday, August 13, 2026.
If you have any
questions, please contact your Scheduler.",30744c4f76f324d0cc35f401b9ceb381bca80c6db417fd4714814b02c23063eb,2026-08-12T15:54:08.000000Z,2026-08-12T10:54:08,2026-08-12T15:54:08.000000Z,2026-08-13T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403444,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-12T00:51:29.000000Z,2026-08-11T19:51:29,2026-08-12T00:51:29.000000Z,2026-08-12T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403443,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-12T00:28:44.000000Z,2026-08-11T19:28:44,2026-08-12T00:28:44.000000Z,2026-08-12T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403436,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-11T20:46:16.000000Z,2026-08-11T15:46:16,2026-08-11T20:46:16.000000Z,2026-08-12T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403434,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-11T20:39:11.000000Z,2026-08-11T15:39:11,2026-08-11T20:39:11.000000Z,2026-08-12T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403433,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-11T20:16:37.000000Z,2026-08-11T15:16:37,2026-08-11T20:16:37.000000Z,2026-08-12T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403423,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-11T16:09:12.000000Z,2026-08-11T11:09:12,2026-08-11T16:09:12.000000Z,2026-08-12T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403421,OPERATIONAL FLOW ORDER,OFO,,True,False,,,,,,2026-08-11T11:49:11.000000Z,2026-08-11T06:49:11,2026-08-11T11:49:11.000000Z,2026-08-12T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403416,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-11T01:06:22.000000Z,2026-08-10T20:06:22,2026-08-11T01:06:22.000000Z,2026-08-11T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403415,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-11T00:28:06.000000Z,2026-08-10T19:28:06,2026-08-11T00:28:06.000000Z,2026-08-11T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403407,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-10T20:43:39.000000Z,2026-08-10T15:43:39,2026-08-10T20:43:39.000000Z,2026-08-11T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403406,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-10T20:17:16.000000Z,2026-08-10T15:17:16,2026-08-10T20:17:16.000000Z,2026-08-11T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403397,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-10T16:55:56.000000Z,2026-08-10T11:55:56,2026-08-10T16:55:56.000000Z,2026-08-11T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403395,MAINTENANCE,MAINTENANCE,EMERGENT REPAIR AT STA 264 RESOLVED,False,True,True,TERMINATE,403173,"EMERGENT
REPAIR BETWEEN STA 264 EFFECTIVE 7-31-2026 RESOLVED
Pursuant
to Article XII of the General Terms and Conditions of Tennessee's FERC Gas
Tariff, Tennessee posted notice of an emergent repair at Station 264 Unit 1C
near Charlton City, Massachusetts on July 31, 2026 (Notice Identifier #403173).
Tennessee discovered an issue with one of the units that required immediate
repairs. The issue has now been resolved and the unit is returning to normal
operations. As such, nomination increases pathed through STA 261 Discharge
East (Segment 261 FH) will be accepted effective Timely Cycle for the Gas Day
of Tuesday, August 11, 2026 up to segment capacity as posted on TGP's EBB.
This
will be the final notice for this emergent repair.
Please
contact your Scheduler if you have any questions.",7f78a647cb9687f2a924c79874ee1f8b501a84721ef188f8d327289c82d246f2,2026-08-10T15:46:58.000000Z,2026-08-10T10:46:58,2026-08-10T15:46:58.000000Z,2026-08-11T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403394,MAINTENANCE,MAINTENANCE,TGP SUMMER MAINTENANCE UPDATE MTG 8-18,False,True,True,INITIATE,,"TGP's 2026 SUMMER MAINTENANCE TEAMS
MEETING 8-18-2026
Tennessee Gas Pipeline Company, LLC (“Tennessee”) will
be hosting its next 2026 TEAMS Summer Maintenance meeting to provide customers
and other interested parties an overview of Tennessee's upcoming Summer Scheduled
Maintenance for the remaining days of August and all of September and October 2026
on Tuesday, August 18, 2026, from 1:30 PM CST to 2:30 PM CST via TEAMS only. Additionally,
there will be a review of upcoming scheduled maintenance on the Stagecoach,
Arlington and Twin Tier systems. There will be a question and answer segment
immediately following.
Please see TEAMS info below:
TGP Summer Maintenance
and Outages TEAMS Meeting
Join on your computer, mobile
app or room device
________________________________________________________________________________
Microsoft Teams meeting
Join: https://teams.microsoft.com/meet/23579493131869?p=w4N7s4IHBI1GQNbITK
Meeting ID: 235 794 931 318 69
Passcode: Vg6AB2AN
Need help | System reference
Dial in by phone
+1
346-410-0970,,694003306# United States, Houston
Find a local number
Phone conference ID: 694 003 306#
For organizers: Meeting options | Reset dial-in PIN
________________________________________________________________________________",edc33a27d7cbfc81e7d9783417f68671c554b4020877eb2f6dac0a986e5e7473,2026-08-10T12:21:21.000000Z,2026-08-10T07:21:21,2026-08-10T12:21:21.000000Z,2026-08-11T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403387,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-10T00:41:05.000000Z,2026-08-09T19:41:05,2026-08-10T00:41:05.000000Z,2026-08-10T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403386,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-10T00:22:48.000000Z,2026-08-09T19:22:48,2026-08-10T00:22:48.000000Z,2026-08-10T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403380,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-09T20:42:10.000000Z,2026-08-09T15:42:10,2026-08-09T20:42:10.000000Z,2026-08-10T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403379,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-09T19:43:16.000000Z,2026-08-09T14:43:16,2026-08-09T19:43:16.000000Z,2026-08-10T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403373,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-09T16:09:21.000000Z,2026-08-09T11:09:21,2026-08-09T16:09:21.000000Z,2026-08-10T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403367,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-09T00:39:22.000000Z,2026-08-08T19:39:22,2026-08-09T00:39:22.000000Z,2026-08-09T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403366,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-09T00:12:26.000000Z,2026-08-08T19:12:26,2026-08-09T00:12:26.000000Z,2026-08-09T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403364,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-08T22:06:21.000000Z,2026-08-08T17:06:21,2026-08-08T22:06:21.000000Z,2026-08-09T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403360,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-08T20:34:06.000000Z,2026-08-08T15:34:06,2026-08-08T20:34:06.000000Z,2026-08-09T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403355,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-08T16:04:25.000000Z,2026-08-08T11:04:25,2026-08-08T16:04:25.000000Z,2026-08-09T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403350,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-08T00:34:58.000000Z,2026-08-07T19:34:58,2026-08-08T00:34:58.000000Z,2026-08-08T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403349,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-08T00:05:07.000000Z,2026-08-07T19:05:07,2026-08-08T00:05:07.000000Z,2026-08-08T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403343,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-07T20:43:50.000000Z,2026-08-07T15:43:50,2026-08-07T20:43:50.000000Z,2026-08-08T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403342,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-07T19:57:22.000000Z,2026-08-07T14:57:22,2026-08-07T19:57:22.000000Z,2026-08-08T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403336,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-07T16:31:23.000000Z,2026-08-07T11:31:23,2026-08-07T16:31:23.000000Z,2026-08-08T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403334,FORCE MAJEURE,FORCE MAJEURE,,True,False,,,,,,2026-08-07T11:44:24.000000Z,2026-08-07T06:44:24,2026-08-07T11:44:24.000000Z,2026-08-08T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403329,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-07T00:33:25.000000Z,2026-08-06T19:33:25,2026-08-07T00:33:25.000000Z,2026-08-07T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403328,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-07T00:14:30.000000Z,2026-08-06T19:14:30,2026-08-07T00:14:30.000000Z,2026-08-07T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403323,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-06T20:49:13.000000Z,2026-08-06T15:49:13,2026-08-06T20:49:13.000000Z,2026-08-07T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,403322,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-08-06T20:08:33.000000Z,2026-08-06T15:08:33,2026-08-06T20:08:33.000000Z,2026-08-07T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
