alert_id,event_id,event_type,current_status,impact_channel,decision_at_utc,change_type,severity_score,score_components_json,headline,explanation,confidence,effective_start_utc,effective_end_utc,evidence_json
TGP:alert:ecc9e2e72282307735477515,TGP:capacity_snapshot_change:ecc9e2e72282307735477515,capacity_snapshot_change,changed,scheduling_pressure,2026-08-31T14:44:47.739205Z,scheduling_changed,15.0,"{""absolute_change"": 5, ""current_scheduling_pressure"": 0, ""operating_capacity_changed"": 0, ""threshold_crossing"": 10}",Segment 241 reported capacity or scheduling changed across different scheduling periods,Available capacity changed from 191k to 198k Dth/day. Snapshots use different gas days or nomination cycles; the change is descriptive and may reflect normal scheduling evolution.,0.7,2026-08-31T14:00:00.000000Z,2026-09-01T04:59:59.999999Z,"{""after"": {""available_capacity_dth_per_day"": 197569.0, ""cycle"": ""EVENING"", ""gas_day"": ""2026-08-31"", ""operating_capacity_dth_per_day"": 976748.0, ""scheduled_pct_of_operating"": 79.8, ""scheduled_quantity_dth_per_day"": 779179.0, ""source_posted_at"": ""2026-08-30T21:47:00-04:00""}, ""artifact_ids"": [""km_tgp_segment_capacity:1788105216817246000:a4457f5a9ca6180e2bb5e83f4fab842ac9a9ac3f88e3d9819ba77215daf9490d"", ""km_tgp_segment_capacity:1788187487739205000:d2eef3c517898b0f7e89817593d54eb118dd468faadfcbf3623b1e100402c9ce""], ""before"": {""available_capacity_dth_per_day"": 190738.0, ""cycle"": ""EVENING"", ""gas_day"": ""2026-08-30"", ""operating_capacity_dth_per_day"": 976748.0, ""scheduled_pct_of_operating"": 80.5, ""scheduled_quantity_dth_per_day"": 786010.0, ""source_posted_at"": ""2026-08-29T21:46:00-04:00""}, ""change_source"": ""operational_capacity_snapshot"", ""comparison_warning"": ""Snapshots use different gas days or nomination cycles; the change is descriptive and may reflect normal scheduling evolution."", ""delta"": {""available_capacity_dth_per_day"": 6831.0, ""operating_capacity_dth_per_day"": 0.0, ""scheduled_pct_of_operating"": -0.7, ""scheduled_quantity_dth_per_day"": -6831.0}, ""schema_version"": ""tgp_alert_evidence_v1"", ""source_url"": ""https://pipeline2.kindermorgan.com/Capacity/OpAvailSegment.aspx?code=TGP"", ""subject"": {""flow_direction"": ""TD1"", ""location_name"": ""STA 241"", ""operator_segment_id"": ""241""}, ""thresholds"": {""crossed_80_pct"": true, ""crossed_95_pct"": false, ""crossed_zero_available"": false}}"
TGP:alert:f034eef8e4d4cf5d4df531cb,TGP:capacity_snapshot_change:f034eef8e4d4cf5d4df531cb,capacity_snapshot_change,changed,scheduling_pressure,2026-08-31T14:44:47.739205Z,scheduling_changed,15.0,"{""absolute_change"": 5, ""current_scheduling_pressure"": 0, ""operating_capacity_changed"": 0, ""threshold_crossing"": 10}",Segment 5370 reported capacity or scheduling changed across different scheduling periods,Available capacity changed from 219k to 243k Dth/day. Snapshots use different gas days or nomination cycles; the change is descriptive and may reflect normal scheduling evolution.,0.7,2026-08-31T14:00:00.000000Z,2026-09-01T04:59:59.999999Z,"{""after"": {""available_capacity_dth_per_day"": 243071.0, ""cycle"": ""EVENING"", ""gas_day"": ""2026-08-31"", ""operating_capacity_dth_per_day"": 1100000.0, ""scheduled_pct_of_operating"": 77.9, ""scheduled_quantity_dth_per_day"": 856929.0, ""source_posted_at"": ""2026-08-30T21:47:00-04:00""}, ""artifact_ids"": [""km_tgp_segment_capacity:1788105216817246000:a4457f5a9ca6180e2bb5e83f4fab842ac9a9ac3f88e3d9819ba77215daf9490d"", ""km_tgp_segment_capacity:1788187487739205000:d2eef3c517898b0f7e89817593d54eb118dd468faadfcbf3623b1e100402c9ce""], ""before"": {""available_capacity_dth_per_day"": 219180.0, ""cycle"": ""EVENING"", ""gas_day"": ""2026-08-30"", ""operating_capacity_dth_per_day"": 1100000.0, ""scheduled_pct_of_operating"": 80.1, ""scheduled_quantity_dth_per_day"": 880820.0, ""source_posted_at"": ""2026-08-29T21:46:00-04:00""}, ""change_source"": ""operational_capacity_snapshot"", ""comparison_warning"": ""Snapshots use different gas days or nomination cycles; the change is descriptive and may reflect normal scheduling evolution."", ""delta"": {""available_capacity_dth_per_day"": 23891.0, ""operating_capacity_dth_per_day"": 0.0, ""scheduled_pct_of_operating"": -2.2, ""scheduled_quantity_dth_per_day"": -23891.0}, ""schema_version"": ""tgp_alert_evidence_v1"", ""source_url"": ""https://pipeline2.kindermorgan.com/Capacity/OpAvailSegment.aspx?code=TGP"", ""subject"": {""flow_direction"": ""TD1"", ""location_name"": ""GWINVILLE SOUTH"", ""operator_segment_id"": ""5370""}, ""thresholds"": {""crossed_80_pct"": true, ""crossed_95_pct"": false, ""crossed_zero_available"": false}}"
TGP:alert:4271a1e6366e6a9bb2479e30,TGP:critical_notice:4271a1e6366e6a9bb2479e30,critical_notice,initiate,operator_notice,2026-08-31T14:43:50.048900Z,new_critical_notice,75.0,"{""critical_notice"": 35, ""effective_immediacy"": 20, ""subject_materiality"": 20}",INITIATE · Notice 403875 · RESTRICTIONS FOR 08-31-2026 EC,This is a newly observed operator notice. Its archived detail text is attached; subsequent capacity data are still required to confirm the operating effect.,1.0,2026-08-31T00:25:16.000000Z,2026-08-31T14:00:00.000000Z,"{""after"": {""effective_end"": ""2026-08-31T14:00:00+00:00"", ""effective_start"": ""2026-08-31T00:25:16+00:00"", ""notice_text"": ""Effective Evening\nCycle (9:00) for the gas day of Monday, August 31, 2026 Tennessee restricted\nthe following:\nOPERATIONAL FLOW ORDERS (OFO) AND IMBALANCE WARNINGS\nOFO DAILY CRITICAL DAY\n1 ON THE 500 lINE FROM STA 527 TO STA 542 FOR OVERTAKES from the system OR\nUNDERDELIVERieS into the SYSTEM FOR ALL LMPA, SA ACTING AS BALANCING PARTIES\nAND LMMA BALANCING PARTIES\nMETER RESTRICTIONS\n\u00b7\nFGT/TGP Carnes Mississippi Stone Delivery Meter (Pin 420366) -\nthrough 100% of PIP due to planned and unplanned maintenance\n\u00b7\nATMOS-TX/TGP Katy Exch Waller Receipt Meter (Pin 412100) -\nthrough 100% of SA increases due to nominations in excess of operational\ncapacity; 6,491 Dths\nSEGMENT RESTRICTIONS\n\u00b7\nSTA 534 South Of Pool (Segment 530 BH) - through 100% of SOP\nincreases due to scheduled maintenance and nominations in excess of operational\ncapacity; 450 Dths\n\u00b7\nSTA 1 (Segment 101 BH) - through 100% of SOP increases due to\noperational concerns; 92,245 Dths\n\u00b7\nSTA 9 (Segment 109 BH) - through approx 7% of SOP increases due\nto scheduled maintenance and nominations in excess of operational capacity;\n6,535 Dths\n\u00b7\nMLV 509 Muskrat Line (Segment 515 BH) - through 100% of SOP\nincreases due to nominations in excess of operational capacity; 4,494 Dths\n\u00b7\nSTA 860 (Segment 860 BH) - through PIP increases due to scheduled\nmaintenance and nominations in excess of operational capacity\n\u00b7\nSTA 523 West (Segment 516 FH) - through 100% of SOP increases due\nto nominations in excess of operational capacity; 19,952 Dths\n\u00b7\nSTA 114 East (Segment 114 BH) - through PIP increases due to\nforce majeure\n\u00b7\nSTA 204 (Segment 204 BH) - through 100% of SOP increases due to\nscheduled maintenance and nominations in excess of operational capacity; 155\nDths\n\u00b7\nSTA 307 (Segment 307 BH) - through 100% of SOP increases due to\nnominations in excess of operational capacity; 378,652 Dths\n\u00b7\nMLV 314 East (Segment 314 BH) - through 100% of SOP increases due\nto nominations in excess of operational capacity; 222,816 Dths\n\u00b7\nSTA 315 (Segment 315 BH) - through 100% of SOP increases due to\nnominations in excess of operational capacity; 360,999 Dths\n\u00b7\nSTA 317 (Segment 317 BH) - through 100% of SOP increases due to\nnominations in excess of operational capacity; 119,887 Dths\n\u00b7\nSTA 321 (Segment 321 FH) - through 100% of SOP increases due to\noperational concerns; 699,085 Dths\n\u00b7\nSTA 325 (Segment 324 FH) - through 100% of SOP increases due to\nscheduled maintenance and nominations in excess of operational capacity; 75,712\nDths\n\u00b7\nZ5 HC North (Segment 299 FH) - through approx 97% of SOP\nincreases due to nominations in excess of operational capacity; 203,551 Dths\n\u00b7\nSTA 245 (Segment 245 FH) - through approx 84% of SOP increases\ndue to nominations in excess of operational capacity; 201,485 Dths\n\u00b7\nSTA 249 (Segment 249 FH) - through approx 53% of SOP increases\ndue to nominations in excess of operational capacity; 72,977 Dths\n\u00b7\nSTA 261 Discharge East (Segment 261 FH) - through approx 63% of\nSOP increases due to scheduled maintenance and nominations in excess of\noperational capacity; 26,793 Dths\n\u00b7\nMLV 273 (Segment 284 FH) - through 100% of SOP increases due to\nnominations in excess of operational capacity; 258,878 Dths\nLINEPACK RESTRICTIONS\nPAYBACK NOMINATIONS\nWILL BE EVALUATED AT EACH CYCLE AND SCHEDULED ONLY IF OPERATIONALLY FEASIBLE.\nSTORAGE RESTRICTIONS\nNo Authorized Overrun Injections\nServices under Rate Schedule FS-AO at the following storage fields:\no Northern MA (460018) storage field\no Portland MA (460025) storage field\n\u00b7 No Interruptible Storage Injection\nServices under Rate Schedule IS at the following storage fields:\no Northern MA (460018) storage field\n\u00b7 No Parks or Loan Paybacks under\nRate Schedule PAL utilizing the PALD service in Zones 4, 5 and 6\n\u00b7 No Parks or Loan Paybacks under\nRate Schedule PAL utilizing the PAL-AO service in Zones 4, 5 and 6\n**PLEASE\nNOTE MAXIMUM HOURLY ENTITLEMENTS (\""MHE\"") AND/OR ELAPSED PRO RATA\nSCHEDULED QUANTITIES (\""EPSQ\"") WILL BE REVIEWED AND MAY BE ENFORCED AT\nANY METER DURING INTRADAY OR HOURLY CYCLES.\n**FINAL\nVOLUMES MAY CHANGE DUE TO SYSTEM BALANCING AND/OR CONFIRMATION REDUCTIONS.\n**THE\nOUTAGE AND MAINTENANCE SCHEDULE IS AVAILABLE IN EXCEL SPREADSHEET AND ADOBE\nFORMATS WHICH MAY BE ACCESSED VIA A HYPERLINK UNDER NOTICES/PLANNED SERVICE\nOUTAGES.\nIf you\nhave any questions, please contact your Scheduler."", ""posted_at"": ""2026-08-30T20:25:16-04:00"", ""status"": ""INITIATE"", ""subject"": ""RESTRICTIONS FOR 08-31-2026 EC""}, ""artifact_ids"": [""km_tgp_critical:1788187420608151000:c96480f007417925f56ef4a71daf42b6d59f9b03a7d9b50c56c772a761315a43"", ""km_tgp_notice_detail:1788187430048900000:faa12d7fadd1214830234f151ae1b4c7fbcc05fd6a9f70b8d4db0faf8dffbf0b""], ""before"": null, ""change_source"": ""critical_notice_index"", ""comparison_warning"": null, ""schema_version"": ""tgp_alert_evidence_v1"", ""source_url"": ""https://pipeline2.kindermorgan.com/Notices/NoticeDetail.aspx?code=TGP&notc_nbr=403875"", ""subject"": {""notice_id"": ""403875"", ""notice_type_primary"": ""PIPELINE CONDITIONS"", ""notice_type_secondary"": ""CURRENT PIPELINE CONDITIONS"", ""prior_notice_id"": null}}"
TGP:alert:3ac47a1df92da8d6402614f4,TGP:critical_notice:3ac47a1df92da8d6402614f4,critical_notice,initiate,operator_notice,2026-08-31T14:43:46.251790Z,new_critical_notice,75.0,"{""critical_notice"": 35, ""effective_immediacy"": 20, ""subject_materiality"": 20}",INITIATE · Notice 403877 · RESTRICTIONS FOR 08-30-2026 ID3,This is a newly observed operator notice. Its archived detail text is attached; subsequent capacity data are still required to confirm the operating effect.,1.0,2026-08-31T00:58:54.000000Z,2026-08-31T14:00:00.000000Z,"{""after"": {""effective_end"": ""2026-08-31T14:00:00+00:00"", ""effective_start"": ""2026-08-31T00:58:54+00:00"", ""notice_text"": ""Effective Intraday 3 Cycle (22:00) for the gas day of Sunday,\nAugust 30, 2026 Tennessee restricted the following:\nOPERATIONAL FLOW ORDERS (OFO) AND IMBALANCE WARNINGS\nOFO DAILY CRITICAL DAY\n1 ON THE 500 lINE FROM STA 527 TO STA 542 FOR OVERTAKES from the system OR\nUNDERDELIVERieS into the system FOR ALL LMPA, SA ACTING AS BALANCING PARTIES\nAND LMMA BALANCING PARTIES\nOFO DAILY CRITICAL DAY\n1 FOR ALL AREAS EAST AND NORTH OF STA 219 FOR UNDERTAKES FROM THE SYSTEM OR\nOVERDELIVERIES INTO THE SYSTEM FOR ALL LMPA, SA ACTING AS BALANCING PARTIES AND\nLMMA BALANCING PARTIES\nMETER RESTRICTIONS\n\u00b7\nTET/TGP Dry Creek Sales Casey Delivery Meter (Pin 420886) -\nthrough 100% of SOP increases due to operational concerns; 8,000 Dths\n\u00b7\nFGT/TGP Carnes Mississippi Stone Delivery Meter (Pin 420366) -\nthrough 100% of PIP due to planned and unplanned maintenance\nSEGMENT RESTRICTIONS\n\u00b7\nMLV 509 Muskrat Line (Segment 515 BH) - through 100% of SOP\nincreases due to nominations in excess of operational capacity; 4,494 Dths\nLINEPACK RESTRICTIONS\nPAYBACK NOMINATIONS\nWILL BE EVALUATED AT EACH CYCLE AND SCHEDULED ONLY IF OPERATIONALLY FEASIBLE.\nSTORAGE RESTRICTIONS\nNo Authorized Overrun Injections\nServices under Rate Schedule FS-AO at the following storage fields:\no Northern MA (460018) storage field\no Portland MA (460025) storage field\n\u00b7 No Interruptible Storage Injection\nServices under Rate Schedule IS at the following storage fields:\no Northern MA (460018) storage field\n\u00b7 No Parks or Loan Paybacks under\nRate Schedule PAL utilizing the PALD service in Zones 4, 5 and 6\n\u00b7 No Parks or Loan Paybacks under\nRate Schedule PAL utilizing the PAL-AO service in Zones 4, 5 and 6\n**PLEASE\nNOTE MAXIMUM HOURLY ENTITLEMENTS (\""MHE\"") AND/OR ELAPSED PRO RATA\nSCHEDULED QUANTITIES (\""EPSQ\"") WILL BE REVIEWED AND MAY BE ENFORCED AT\nANY METER DURING INTRADAY OR HOURLY CYCLES.\n**FINAL\nVOLUMES MAY CHANGE DUE TO SYSTEM BALANCING AND/OR CONFIRMATION REDUCTIONS.\n**THE\nOUTAGE AND MAINTENANCE SCHEDULE IS AVAILABLE IN EXCEL SPREADSHEET AND ADOBE\nFORMATS WHICH MAY BE ACCESSED VIA A HYPERLINK UNDER NOTICES/PLANNED SERVICE\nOUTAGES.\nIf you\nhave any questions, please contact your Scheduler."", ""posted_at"": ""2026-08-30T20:58:54-04:00"", ""status"": ""INITIATE"", ""subject"": ""RESTRICTIONS FOR 08-30-2026 ID3""}, ""artifact_ids"": [""km_tgp_critical:1788187420608151000:c96480f007417925f56ef4a71daf42b6d59f9b03a7d9b50c56c772a761315a43"", ""km_tgp_notice_detail:1788187426251790000:54ca11e5e1a9df85cc1994767220b442e6752d508c9a4dedb0f76d3becf06c68""], ""before"": null, ""change_source"": ""critical_notice_index"", ""comparison_warning"": null, ""schema_version"": ""tgp_alert_evidence_v1"", ""source_url"": ""https://pipeline2.kindermorgan.com/Notices/NoticeDetail.aspx?code=TGP&notc_nbr=403877"", ""subject"": {""notice_id"": ""403877"", ""notice_type_primary"": ""PIPELINE CONDITIONS"", ""notice_type_secondary"": ""CURRENT PIPELINE CONDITIONS"", ""prior_notice_id"": null}}"
TGP:alert:9f088159900b98c940390f31,TGP:critical_notice:9f088159900b98c940390f31,critical_notice,supersede,operator_notice,2026-08-31T14:43:42.363555Z,new_critical_notice,75.0,"{""critical_notice"": 35, ""effective_immediacy"": 20, ""subject_materiality"": 20}",SUPERSEDE · Notice 403883 · MONTHLY STORAGE TRANSFER REMINDER,This is a newly observed operator notice. The operator links it to prior notice 403824. Its archived detail text is attached; subsequent capacity data are still required to confirm the operating effect.,1.0,2026-08-31T11:47:21.000000Z,2026-09-01T14:00:00.000000Z,"{""after"": {""effective_end"": ""2026-09-01T14:00:00+00:00"", ""effective_start"": ""2026-08-31T11:47:21+00:00"", ""notice_text"": ""MONTHLY STORAGE TRANSFERS FOR SEPTEMBER 1,\n2026\nDART provides the ability for storage customers to\nenter their own storage transfers online. The transfers must be confirmed\non or before the effective date. If you have a terminated or recalled\ncontract that needs the balance transferred to the base storage contract holder\nor a new contract, these transfers need to be completed on or before the\nfirst of the month.\nFor terminated storage contracts per the firm storage\nrate schedule of the Tennessee Gas Pipeline tariff on First Revised Sheet No.\n217, Section 11: \u201cShippers must withdraw or transfer its Storage Balance on\nor before the date of the expiration of its FS Service Agreement. To the\nextent that a Shipper fails to dispose of or transfer its entire Storage\nBalance, Transporter shall retain and take title to Shipper's remaining Storage\nBalance at no cost to Transporter.\u201d\nPLEASE NOTE:\nWhen the first of the month falls on a weekend or holiday, any\nsmall volume left on a terminated or recalled storage contract will be moved\nfor the customers by TGP to the new valid contract if requested by the customer\non the first business day following the weekend or holiday\nprovided that efforts have been made prior to the first and/or\nholiday to transfer allocated balances prior to the weekend and/or holiday\nbefore requesting TGP to move the remaining balance.\nTENNESSEE\nGAS PIPELINE WILL CONFISCATE ANY REMAINING BALANCE NOT TRANSFERRED OR REQUESTED\nBY THE CUSTOMER TO BE TRANSFERRED ON TERMINATED FIRM STORAGE CONTRACTS.\nPlease contact your Primary Gas Scheduler if you need\nprocedures and/or help with your storage transfer."", ""posted_at"": ""2026-08-31T07:47:21-04:00"", ""status"": ""SUPERSEDE"", ""subject"": ""MONTHLY STORAGE TRANSFER REMINDER""}, ""artifact_ids"": [""km_tgp_critical:1788187420608151000:c96480f007417925f56ef4a71daf42b6d59f9b03a7d9b50c56c772a761315a43"", ""km_tgp_notice_detail:1788187422363555000:7da9d3e04c78e0bdfb5633f21e222350add3f22f47b1169e44bad4340ffbcce9""], ""before"": null, ""change_source"": ""critical_notice_index"", ""comparison_warning"": null, ""schema_version"": ""tgp_alert_evidence_v1"", ""source_url"": ""https://pipeline2.kindermorgan.com/Notices/NoticeDetail.aspx?code=TGP&notc_nbr=403883"", ""subject"": {""notice_id"": ""403883"", ""notice_type_primary"": ""STORAGE"", ""notice_type_secondary"": ""RESTRICTIONS"", ""prior_notice_id"": ""403824""}}"
TGP:alert:1ef26828e868b48684a3773c,TGP:critical_notice:1ef26828e868b48684a3773c,critical_notice,new,operator_notice,2026-08-31T14:43:40.608151Z,new_critical_notice,75.0,"{""critical_notice"": 35, ""effective_immediacy"": 20, ""subject_materiality"": 20}",NEW · Notice 403870 · RESTRICTIONS FOR 08-30-2026,This is a newly observed operator notice. Materiality depends on the detail text and subsequent capacity confirmation.,0.85,2026-08-30T20:45:57.000000Z,2026-08-31T14:00:00.000000Z,"{""after"": {""effective_end"": ""2026-08-31T14:00:00+00:00"", ""effective_start"": ""2026-08-30T20:45:57+00:00"", ""notice_text"": null, ""posted_at"": ""2026-08-30T16:45:57-04:00"", ""status"": ""NEW"", ""subject"": ""RESTRICTIONS FOR 08-30-2026""}, ""artifact_ids"": [""km_tgp_critical:1788187420608151000:c96480f007417925f56ef4a71daf42b6d59f9b03a7d9b50c56c772a761315a43""], ""before"": null, ""change_source"": ""critical_notice_index"", ""comparison_warning"": null, ""schema_version"": ""tgp_alert_evidence_v1"", ""source_url"": ""https://pipeline2.kindermorgan.com/Notices/NoticeDetail.aspx?code=TGP&notc_nbr=403870"", ""subject"": {""notice_id"": ""403870"", ""notice_type_primary"": ""PIPELINE CONDITIONS"", ""notice_type_secondary"": ""CURRENT PIPELINE CONDITIONS"", ""prior_notice_id"": null}}"
TGP:alert:849a7c68296a34f571597fb5,TGP:critical_notice:849a7c68296a34f571597fb5,critical_notice,new,operator_notice,2026-08-31T14:43:40.608151Z,new_critical_notice,75.0,"{""critical_notice"": 35, ""effective_immediacy"": 20, ""subject_materiality"": 20}",NEW · Notice 403869 · RESTRICTIONS FOR 08-31-2026 TIMELY CYCLE,This is a newly observed operator notice. Materiality depends on the detail text and subsequent capacity confirmation.,0.85,2026-08-30T20:01:58.000000Z,2026-08-31T14:00:00.000000Z,"{""after"": {""effective_end"": ""2026-08-31T14:00:00+00:00"", ""effective_start"": ""2026-08-30T20:01:58+00:00"", ""notice_text"": null, ""posted_at"": ""2026-08-30T16:01:58-04:00"", ""status"": ""NEW"", ""subject"": ""RESTRICTIONS FOR 08-31-2026 TIMELY CYCLE""}, ""artifact_ids"": [""km_tgp_critical:1788187420608151000:c96480f007417925f56ef4a71daf42b6d59f9b03a7d9b50c56c772a761315a43""], ""before"": null, ""change_source"": ""critical_notice_index"", ""comparison_warning"": null, ""schema_version"": ""tgp_alert_evidence_v1"", ""source_url"": ""https://pipeline2.kindermorgan.com/Notices/NoticeDetail.aspx?code=TGP&notc_nbr=403869"", ""subject"": {""notice_id"": ""403869"", ""notice_type_primary"": ""PIPELINE CONDITIONS"", ""notice_type_secondary"": ""CURRENT PIPELINE CONDITIONS"", ""prior_notice_id"": null}}"
TGP:alert:c97e86ac595d18fac7acb6af,TGP:critical_notice:c97e86ac595d18fac7acb6af,critical_notice,new,operator_notice,2026-08-30T17:15:22.419257Z,new_critical_notice,85.0,"{""critical_notice"": 35, ""effective_immediacy"": 20, ""subject_materiality"": 30}",INITIATE · Notice 403838 · EMERGENT REPAIR STA 563 1A EFF 8-28-26,This is a newly observed operator notice. Its archived detail text is attached; subsequent capacity data are still required to confirm the operating effect.,1.0,2026-08-28T23:36:04.000000Z,2026-08-29T14:00:00.000000Z,"{""after"": {""effective_end"": ""2026-08-29T14:00:00+00:00"", ""effective_start"": ""2026-08-28T23:36:04+00:00"", ""notice_text"": ""EMERGENT\nREPAIR AT STA 563 UNIT 1A EFFECTIVE 8-28-2026\nPursuant\nto Article XII of the General Terms and Conditions of Tennessee's FERC Gas\nTariff, Tennessee is posting notice of an emergent repair issue at STA 563 near\nCenterville, TN (Segment 860 BH). During the scheduled annual inspection and\nsafety device check Tennessee identified an issue at Unit 1A which requires\nimmediate repairs. Personnel are onsite and evaluating the repairs.\nTennessee is estimating the impact to be up to an additional 315,000 Dth pathed\nthrough STA 860 North (Segment 860 BH). Based upon current nominations,\nrestrictions through a pro rata portion of Secondary Out of the Path\nnominations pathed through STA 860 North (Segment 860 BH) are at risk as early\nas Timely Cycle for the Gas Day of Sunday, August 30, 2026 and until further\nnotice. Previously scheduled volumes pathed through STA 860 North (Segment 860\nBH) will not be curtailed; however, all increases pathed through STA 860 North\n(Segment 860 BH) for the remainder of today's Gas Day, August 28, 2026, and Saturday's\nGas Day, August 29, 2026, are at risk.\nUpdates\nwill be posted as more information becomes available.\nPlease\ncontact your Scheduler if you have any questions."", ""posted_at"": ""2026-08-28T19:36:04-04:00"", ""status"": ""INITIATE"", ""subject"": ""EMERGENT REPAIR STA 563 1A EFF 8-28-26""}, ""artifact_ids"": [""km_tgp_critical:1788110122419257000:5c924dc6c23dab467c649f8808dc8af00af0e929cc7dc5c389521b9eec637518"", ""km_tgp_notice_detail:1788110156344773000:f6e560a11a28f7db622d566fd415c012ffc4e7a8baa3d17f365651da6e2b059d""], ""before"": null, ""change_source"": ""critical_notice_index"", ""comparison_warning"": null, ""schema_version"": ""tgp_alert_evidence_v1"", ""source_url"": ""https://pipeline2.kindermorgan.com/Notices/NoticeDetail.aspx?code=TGP&notc_nbr=403838"", ""subject"": {""notice_id"": ""403838"", ""notice_type_primary"": ""MAINTENANCE"", ""notice_type_secondary"": ""MAINTENANCE"", ""prior_notice_id"": null}}"
TGP:alert:0a9ba039a24d0b560d7d3d80,TGP:critical_notice:0a9ba039a24d0b560d7d3d80,critical_notice,new,operator_notice,2026-08-30T17:15:22.419257Z,new_critical_notice,75.0,"{""critical_notice"": 35, ""effective_immediacy"": 20, ""subject_materiality"": 20}",NEW · Notice 403833 · RESTRICTIONS FOR 08-28-2026 ID2,This is a newly observed operator notice. Materiality depends on the detail text and subsequent capacity confirmation.,0.85,2026-08-28T20:42:28.000000Z,2026-08-29T14:00:00.000000Z,"{""after"": {""effective_end"": ""2026-08-29T14:00:00+00:00"", ""effective_start"": ""2026-08-28T20:42:28+00:00"", ""notice_text"": null, ""posted_at"": ""2026-08-28T16:42:28-04:00"", ""status"": ""NEW"", ""subject"": ""RESTRICTIONS FOR 08-28-2026 ID2""}, ""artifact_ids"": [""km_tgp_critical:1788110122419257000:5c924dc6c23dab467c649f8808dc8af00af0e929cc7dc5c389521b9eec637518""], ""before"": null, ""change_source"": ""critical_notice_index"", ""comparison_warning"": null, ""schema_version"": ""tgp_alert_evidence_v1"", ""source_url"": ""https://pipeline2.kindermorgan.com/Notices/NoticeDetail.aspx?code=TGP&notc_nbr=403833"", ""subject"": {""notice_id"": ""403833"", ""notice_type_primary"": ""PIPELINE CONDITIONS"", ""notice_type_secondary"": ""CURRENT PIPELINE CONDITIONS"", ""prior_notice_id"": null}}"
TGP:alert:255991f08172c1a5e74ed418,TGP:critical_notice:255991f08172c1a5e74ed418,critical_notice,new,operator_notice,2026-08-30T17:15:22.419257Z,new_critical_notice,75.0,"{""critical_notice"": 35, ""effective_immediacy"": 20, ""subject_materiality"": 20}",NEW · Notice 403852 · RESTRICTIONS FOR 08-29-2026 ID2,This is a newly observed operator notice. Materiality depends on the detail text and subsequent capacity confirmation.,0.85,2026-08-29T20:33:47.000000Z,2026-08-30T14:00:00.000000Z,"{""after"": {""effective_end"": ""2026-08-30T14:00:00+00:00"", ""effective_start"": ""2026-08-29T20:33:47+00:00"", ""notice_text"": null, ""posted_at"": ""2026-08-29T16:33:47-04:00"", ""status"": ""NEW"", ""subject"": ""RESTRICTIONS FOR 08-29-2026 ID2""}, ""artifact_ids"": [""km_tgp_critical:1788110122419257000:5c924dc6c23dab467c649f8808dc8af00af0e929cc7dc5c389521b9eec637518""], ""before"": null, ""change_source"": ""critical_notice_index"", ""comparison_warning"": null, ""schema_version"": ""tgp_alert_evidence_v1"", ""source_url"": ""https://pipeline2.kindermorgan.com/Notices/NoticeDetail.aspx?code=TGP&notc_nbr=403852"", ""subject"": {""notice_id"": ""403852"", ""notice_type_primary"": ""PIPELINE CONDITIONS"", ""notice_type_secondary"": ""CURRENT PIPELINE CONDITIONS"", ""prior_notice_id"": null}}"
